CL,Descriptive_JobTitle,skills,primary skills,business_type,req_type,priority,Rec_Status,req_category,HSU,Assigned_HSU,rec_city,positions,Unresponded_Pos_Opcl,Unresponded_Pos_Hold,rejections,max submission,submissions,hits,hires,Sourced,Rec_location,Metro_Area,Total_starts,Total_hires,Total_perm_hires,Total_perm_starts,BD,CLis_missing,Descriptive_JobTitleis_missing,skillsis_missing,primary skillsis_missing,business_typeis_missing,req_typeis_missing,priorityis_missing,Rec_Statusis_missing,req_categoryis_missing,HSUis_missing,Assigned_HSUis_missing,rec_cityis_missing,Rec_locationis_missing,Metro_Areais_missing,Actual_billrate,predicted_billrate
4,3864,6146,676,2,1,2,3,1,8,2,563,1,1,0,0,2,0,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,82.6851
4,2416,2867,1416,2,1,8,3,1,8,1,145,1,0,0,0,2,2,0,0,4,10,49,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,82.61059999999999
4,3240,16330,664,2,4,6,1,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.35,89.63779999999998
4,6888,13252,81,2,4,4,3,1,6,1,109,1,0,0,0,2,6,0,0,4,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,82.82370000000003
4,3321,11583,1277,2,1,2,5,1,12,1,43,8,0,0,9,16,25,6,6,34,54,161,0,0,2,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.0,74.38770000000001
2,3503,13700,577,3,1,1,1,1,9,2,102,2,0,0,-1,2,4,1,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,91.1404
4,2740,6932,297,2,4,4,3,1,8,1,185,2,0,0,0,4,1,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.8,79.41850000000001
3,811,7496,1416,2,7,2,3,1,14,1,350,1,0,0,1,2,3,1,1,5,28,104,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62.5,82.8757
4,4145,15672,385,2,1,8,1,1,14,2,109,1,0,0,0,2,1,0,0,3,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.0,73.9732
2,860,5896,385,2,4,4,3,1,14,2,420,1,0,0,0,2,2,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,102.0,86.75880000000001
4,1426,14262,385,2,1,2,4,1,12,1,95,1,0,0,1,2,2,2,1,14,10,49,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,62.99150000000002
4,3321,9107,1277,2,1,2,5,1,12,1,561,8,0,0,7,16,22,7,7,10,53,195,0,0,4,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.0,84.373
4,2492,4061,1277,2,4,4,1,1,6,1,448,1,0,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.25,96.252
4,5152,4137,1416,2,1,2,1,1,14,1,94,1,0,0,0,2,4,2,0,6,37,136,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.0,92.67970000000004
3,6366,1477,36,3,1,8,3,1,12,1,498,1,0,0,3,2,5,4,1,0,54,161,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43.4,74.18920000000003
2,2894,14993,577,2,4,6,5,1,9,2,264,1,0,0,1,2,11,1,0,5,34,110,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104.63,99.52650000000006
4,6932,4690,1277,2,7,2,1,1,6,1,498,1,0,0,0,2,2,1,0,45,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.0,78.9727
4,5082,9113,1416,2,4,6,3,1,18,1,29,1,1,0,0,2,0,0,0,0,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,93.36440000000002
4,376,14916,743,2,7,2,3,1,13,2,498,2,0,0,0,4,4,3,0,4,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.0,79.32809999999999
2,6411,14035,658,3,7,2,3,1,4,2,102,1,0,0,0,2,4,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,88.48419999999996
4,1013,8161,217,1,1,1,5,1,17,2,491,2,0,0,1,4,5,1,1,33,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,92.2453
2,4172,14196,81,2,4,6,1,1,14,2,102,1,0,0,0,2,1,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.18,80.93356666666678
4,6846,1817,454,2,1,2,1,1,6,2,373,1,0,0,0,2,2,0,0,3,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,101.67,107.92043333333334
4,114,15009,385,2,4,4,3,1,12,1,563,1,0,0,0,2,2,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,81.39240000000001
2,6935,8757,1416,2,4,6,9,1,6,1,411,1,0,0,0,2,2,0,0,1,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,93.9092
4,4172,14184,81,2,7,2,3,1,14,2,450,1,0,0,0,2,3,1,0,3,53,141,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,84.36735
2,1675,6291,577,2,4,6,5,1,9,1,257,1,0,0,0,2,1,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,83.95300000000002
3,3052,15936,1447,2,4,6,3,1,5,2,102,1,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58.54,91.2488
4,1719,3593,577,2,4,6,1,1,9,2,484,1,0,0,0,2,2,0,0,5,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,87.31,98.88180000000004
4,422,15883,708,3,1,8,5,1,8,2,137,1,0,0,1,2,13,5,1,1,50,45,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,97.8091
3,6638,3993,705,2,7,8,3,1,12,1,450,1,0,0,0,2,2,1,0,5,53,141,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47.65,61.76220000000004
4,2894,15009,385,2,1,2,1,1,9,2,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.39,86.02879999999998
2,6836,3261,454,2,4,6,5,1,6,1,420,1,1,0,0,2,0,0,0,0,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125.0,110.5513
2,2894,8391,577,2,1,5,3,1,9,2,420,1,0,0,3,2,4,2,1,5,50,45,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,95.53270000000002
4,4314,6146,1489,2,1,1,3,1,12,1,102,1,0,0,0,2,4,0,0,5,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.79,77.9196
2,2493,12474,1277,2,4,1,1,1,12,1,448,1,0,0,0,10,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104.05,102.9813
2,2894,13501,580,2,1,2,1,1,9,2,328,1,0,0,1,2,1,0,0,2,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125.0,113.36740000000005
4,5152,1404,1543,2,1,2,4,1,14,1,435,2,0,0,0,2,8,3,0,11,37,136,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95.0,95.2453
4,6599,15816,1277,2,4,4,1,1,12,1,87,1,0,0,0,2,0,0,0,0,4,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,86.10310000000001
2,4597,1588,1352,2,4,4,1,1,16,2,248,1,0,0,0,2,3,0,0,3,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.0,77.9332
4,169,11132,1416,2,1,8,3,1,4,1,440,4,4,0,0,2,0,0,0,0,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130.0,126.4281
4,4172,8336,385,2,4,6,3,1,14,1,473,1,0,0,1,2,2,2,0,14,14,100,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.0,93.7473
2,6790,9402,580,2,1,2,3,1,6,2,109,1,0,0,0,2,3,1,0,42,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.93,89.65040000000003
4,1427,4864,1277,2,4,6,3,1,12,1,56,2,0,0,0,2,1,0,0,2,43,131,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42.5,53.68110000000001
4,316,6953,91,3,1,4,5,1,11,2,102,1,0,0,0,2,3,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.0,90.2761
4,6411,16181,1559,3,4,6,3,1,4,1,150,1,0,0,0,2,1,0,0,1,27,52,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95.0,93.914
4,7291,3497,1416,2,4,6,1,1,11,2,102,1,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.39,81.77480000000006
4,2343,2243,457,2,4,4,1,1,3,2,375,1,0,0,0,2,1,0,0,2,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97.4,99.4346
4,5070,6799,577,2,4,6,3,1,18,2,328,1,0,0,0,2,1,0,0,1,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105.0,111.3376
2,674,7272,1416,2,4,4,6,1,14,2,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,128.75,86.58329999999998
2,6076,14196,385,2,7,8,3,1,12,1,484,1,0,0,1,2,4,1,1,3,9,157,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125.0,97.69229999999996
3,4467,15803,690,2,4,6,4,1,12,1,479,1,0,1,0,2,0,0,0,4,50,154,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45.38,71.17649999999999
4,686,16109,1974,2,4,6,7,1,14,1,207,2,0,0,0,2,0,0,0,0,53,141,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.0,75.08000000000001
4,1227,5506,637,2,4,4,4,1,17,1,33,1,0,0,0,2,4,3,0,6,50,11,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56.15,70.28290000000001
2,883,11304,1447,2,4,4,1,1,14,1,109,1,0,0,0,2,1,0,0,16,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,147.63,97.6034
2,1675,8678,577,2,4,6,1,1,9,1,257,1,0,0,0,2,0,0,0,0,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,84.8283
4,1363,14202,1974,2,4,6,7,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,85.5974515873016
2,1145,145,1416,2,1,2,3,1,4,2,512,1,0,0,0,2,2,0,0,4,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,122.9,107.17419999999991
4,7297,16508,1796,2,4,6,4,1,11,2,528,1,0,0,0,2,1,0,0,4,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,124.09,120.43010000000004
3,3279,7985,162,2,4,6,1,1,3,2,365,1,0,0,1,2,6,0,0,13,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.0,129.92839999999998
4,960,13434,313,2,1,5,1,1,12,1,248,1,0,0,0,2,0,0,0,0,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,87.0,85.87409999999996
4,3555,16185,1974,2,4,6,1,1,12,1,256,1,0,0,0,2,0,0,0,0,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,72.7722
4,5617,6087,1416,2,7,2,3,1,4,1,216,2,0,0,0,4,2,1,0,6,47,113,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94.0,98.68349999999998
4,696,3286,577,2,4,4,1,1,9,2,528,1,0,0,1,2,3,1,0,3,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123.75,114.60369999999996
4,691,3667,1416,2,1,2,4,1,14,2,102,1,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76.0,75.0051
2,2493,5420,1277,2,4,4,3,1,6,1,498,1,0,0,2,4,2,0,0,3,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,109.29,94.5232
4,316,12287,89,2,4,6,1,1,11,2,528,3,0,0,0,2,6,0,0,7,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123.75,120.2675
2,6624,8989,1616,2,7,2,3,1,8,1,29,1,0,0,0,2,3,2,0,42,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,119.0,80.53579999999998
4,6624,7185,1277,2,1,2,5,1,12,1,498,1,0,0,1,2,1,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,89.65460000000004
2,5232,4092,1416,2,4,4,1,1,8,2,109,1,0,0,0,2,1,0,0,7,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,173.03,104.2191
4,280,14505,81,2,7,8,1,1,14,2,413,1,0,0,0,2,7,1,0,7,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,111.3,109.77199999999996
4,1363,11383,385,2,7,4,3,1,12,1,102,1,0,0,0,2,4,0,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76.0,80.1946
4,6064,6542,1416,2,4,6,1,1,4,1,484,1,0,0,0,2,4,0,0,4,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,103.45049999999998
4,6411,16718,1832,3,4,6,3,1,9,1,150,1,0,0,0,2,1,0,0,1,27,52,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,86.0,85.4603
2,790,10376,1416,2,7,2,3,1,14,1,264,1,0,0,0,2,3,1,0,4,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,109.0,88.45360000000001
4,4073,12692,385,2,4,4,3,1,14,1,482,1,0,0,1,2,2,2,1,2,9,155,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,88.65950000000001
2,1497,7074,81,2,1,8,1,1,5,1,100,1,0,0,1,2,3,1,0,3,53,113,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125.0,85.7447
4,5462,6002,297,2,4,1,1,1,13,2,43,1,0,0,0,2,1,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,87.3699
4,3656,4777,1447,2,4,6,3,1,13,2,43,1,1,0,0,2,0,0,0,0,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,86.2732
4,4548,10556,1638,2,1,2,3,1,12,1,102,4,0,0,0,2,7,1,0,12,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.96,79.95679999999997
4,3503,14854,577,2,1,5,3,1,9,1,68,1,0,0,1,2,1,1,0,0,9,90,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81.0,87.39139999999999
4,4168,10526,81,2,4,6,3,1,14,2,369,1,0,0,0,2,4,0,0,6,49,106,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,87.34849999999999
4,3935,3775,1416,2,4,6,5,1,17,2,482,1,0,0,0,2,1,0,0,4,9,155,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,85.27420000000001
4,1675,15897,311,3,1,2,1,1,3,2,350,1,0,0,1,2,5,2,0,4,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99.0,88.6524
3,5764,5432,577,2,4,4,3,1,9,2,109,1,0,0,0,2,2,0,0,44,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76.0,98.60100000000004
4,5922,3437,577,2,4,4,3,1,9,2,219,1,0,0,0,2,1,0,0,5,10,49,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79.58,93.5175
4,7028,2062,577,2,7,4,3,1,9,2,199,1,0,0,0,2,1,0,0,2,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76.0,84.9711
4,5152,3025,81,2,1,2,1,1,14,2,420,1,0,0,0,2,7,0,0,9,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84.26,95.0704
4,394,70,1448,2,4,6,5,1,12,1,402,1,0,0,0,2,1,0,0,2,14,119,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,80.75070000000001
4,4469,8819,1277,2,4,4,1,1,12,1,498,1,0,0,2,2,3,0,0,3,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.72,79.90570000000005
4,1395,16552,1775,3,1,8,1,1,4,2,484,2,0,0,0,2,3,0,0,3,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130.0,117.62730000000002
2,790,11601,1447,2,4,6,1,1,12,1,179,2,0,0,0,2,2,0,0,2,10,49,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.25,81.5984
4,2277,9353,454,2,4,6,5,1,6,1,262,1,0,0,0,2,3,0,0,14,27,75,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,83.9012
4,827,14709,1416,2,4,6,3,1,14,1,144,1,0,0,0,2,3,0,0,2,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.84,74.28110000000001
4,4289,2183,1321,2,7,8,3,1,4,1,373,1,0,0,1,2,2,1,0,3,36,110,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,101.67,114.36670000000002
4,1640,16064,1321,2,1,4,1,1,4,2,450,6,0,0,0,12,3,0,0,5,53,141,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.61,96.19479999999996
4,1275,10975,580,2,4,4,1,1,12,1,248,1,0,0,0,2,1,1,0,1,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75.0,80.6618
4,280,8958,385,2,1,2,3,1,14,2,102,1,0,0,0,2,4,0,0,8,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105.0,92.757
4,6030,3886,743,2,4,1,1,1,4,2,43,1,0,0,2,2,4,2,0,4,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,97.23479999999998
4,2540,4214,1416,2,4,4,4,1,12,1,369,1,0,0,0,2,1,0,0,8,49,106,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,71.2449
2,2443,15815,72,2,4,4,6,1,8,2,102,1,0,0,0,2,3,0,0,10,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,79.99329999999999
4,3326,14249,1920,2,4,6,1,1,12,1,365,1,0,0,0,2,2,0,0,6,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56.0,70.93239999999997
3,2921,15356,1083,3,7,8,6,1,9,2,535,1,0,0,0,2,2,1,0,2,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57.0,92.7389
3,7168,14196,1416,2,4,6,4,1,19,2,369,1,0,1,0,2,0,0,0,4,49,106,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.0,102.36439999999996
4,823,10852,385,2,4,4,3,1,14,1,489,1,0,0,0,2,2,0,0,3,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97.07,96.44979999999994
4,790,8606,81,2,1,2,3,1,14,2,356,1,0,0,0,2,5,1,0,12,9,89,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.0,84.6998
4,6624,16905,1011,3,4,1,3,1,14,1,420,1,0,0,0,2,3,0,0,4,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,91.2412
2,4871,16727,1840,3,1,8,1,1,19,2,134,1,0,0,1,2,5,2,0,14,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,145.5,105.8443
4,6449,12291,1291,2,1,5,3,1,12,1,137,1,0,0,3,2,6,5,3,4,50,45,1,1,2,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,88.2665
2,790,7622,1976,2,4,4,3,1,14,1,484,1,0,0,0,2,3,1,0,5,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52.29,84.09709999999995
4,3437,9171,454,2,4,6,3,1,11,2,102,1,1,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.39,90.05950000000003
4,6820,8439,233,2,1,2,1,1,6,2,109,1,0,0,0,2,2,0,0,3,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.0,85.32740000000004
4,1427,10127,1277,2,7,2,3,1,12,1,491,1,0,0,0,2,1,0,0,2,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,51.32,53.30569999999998
4,4570,6312,162,2,1,4,3,1,3,2,349,1,0,0,2,5,3,2,2,79,56,102,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,97.6858
4,6939,13086,454,2,4,6,3,1,6,1,481,1,0,0,0,2,1,1,0,3,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,109.2,89.34269999999995
4,178,4457,577,2,4,6,3,1,9,1,27,1,0,0,0,2,2,0,0,1,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,86.029
4,4801,10297,1416,2,4,4,1,1,16,2,43,1,0,0,0,2,2,0,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,99.43349999999998
4,7057,12967,476,2,4,4,3,1,6,1,484,1,0,0,1,2,6,2,1,6,9,157,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.0,98.8338
4,1640,1424,1598,2,1,5,3,1,4,1,102,1,0,0,0,2,1,1,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.0,82.77040000000001
4,1363,16505,1974,2,4,4,1,1,12,1,428,1,0,0,0,2,0,0,0,0,43,131,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,83.71119999999999
4,2945,6520,577,2,4,6,4,1,9,1,38,1,0,0,0,2,1,0,0,9,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99.0,85.6447
2,4077,14158,682,3,1,8,3,1,2,1,33,1,0,0,1,2,3,2,1,2,50,11,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125.0,88.87559999999999
2,7069,6248,1291,2,4,6,1,1,6,1,248,1,0,0,0,2,1,0,0,1,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.0,86.35429999999998
3,535,14167,385,2,4,6,3,1,12,1,373,1,0,0,0,2,1,0,0,1,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50.0,63.12110000000001
4,6325,3624,1416,2,4,6,3,1,17,2,485,2,2,0,0,2,0,0,0,0,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,92.3827
2,2605,12908,457,2,1,2,1,1,14,1,512,1,0,0,0,2,3,0,0,9,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98.9,106.62539999999996
4,5908,3327,279,3,4,6,1,1,1,1,264,1,0,0,0,2,0,0,0,0,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104.63,102.3156
4,6004,633,1447,2,7,8,3,1,12,1,413,1,0,0,0,2,3,2,0,2,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.93,93.96360000000008
4,5452,3481,1416,2,4,6,1,1,11,1,38,1,0,0,0,2,0,0,0,0,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99.0,99.68869999999998
4,2425,10760,1416,2,4,6,1,1,8,1,601,1,0,0,0,2,0,0,0,2,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,82.01600000000002
2,5030,3607,1974,2,4,6,1,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.75,110.75
4,2615,7295,313,2,4,6,1,1,14,2,264,1,0,0,0,2,1,0,0,1,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.51,94.48050000000003
4,4478,9041,1277,2,4,6,3,1,12,1,498,1,0,0,0,2,1,0,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.72,78.88570000000007
4,3709,13019,1447,2,4,6,3,1,13,2,43,1,0,0,0,2,3,0,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,88.0388
3,2435,14649,1974,2,4,4,7,1,8,1,99,1,0,0,0,2,0,0,0,0,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42.5,66.5626
4,2133,6787,580,2,4,4,3,1,6,2,528,1,0,0,0,2,3,0,0,3,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123.75,113.06580000000002
4,6767,13451,1416,2,4,6,5,1,8,1,43,1,1,0,0,2,0,0,0,0,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.69,87.5699
4,3546,6506,1277,2,4,4,3,1,12,1,498,1,0,0,0,2,4,0,0,5,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,109.44,87.84749999999997
2,252,15816,81,2,4,4,1,1,14,1,537,1,0,0,0,2,2,0,0,4,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,149.8,153.3669
4,4541,10880,385,2,7,8,1,1,12,1,137,1,0,0,0,2,1,1,0,1,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,83.86180000000002
4,4172,7618,1342,2,7,2,2,1,14,1,102,1,0,0,0,2,5,2,0,11,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98.83,96.0991
