CL,Descriptive_JobTitle,skills,primary skills,business_type,req_type,priority,Rec_Status,req_category,HSU,Assigned_HSU,rec_city,positions,Unresponded_Pos_Opcl,Unresponded_Pos_Hold,rejections,max submission,submissions,hits,hires,Sourced,Rec_location,Metro_Area,Total_starts,Total_hires,Total_perm_hires,Total_perm_starts,BD,CLis_missing,Descriptive_JobTitleis_missing,skillsis_missing,primary skillsis_missing,business_typeis_missing,req_typeis_missing,priorityis_missing,Rec_Statusis_missing,req_categoryis_missing,HSUis_missing,Assigned_HSUis_missing,rec_cityis_missing,Rec_locationis_missing,Metro_Areais_missing,Actual_billrate,predicted_billrate
4,2710,12228,385,3,1,2,1,1,4,1,304,1,0,0,0,2,3,0,0,3,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,94.2835
2,5781,12318,1277,2,4,4,1,1,12,1,249,1,0,0,1,2,1,1,0,2,26,21,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99.99,90.99110000000005
4,2747,977,313,2,4,4,3,1,8,2,436,1,0,0,0,2,2,0,0,4,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,78.36070000000007
4,827,4814,81,2,4,4,3,1,12,1,336,1,0,0,0,2,2,0,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,86.1358
4,1443,4951,1974,2,4,4,1,1,3,1,533,1,0,0,0,2,1,0,0,27,14,178,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.47,90.62989999999998
2,2894,16183,577,2,4,4,1,1,9,2,450,1,0,0,0,2,0,0,0,0,53,141,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.79,71.32902499999989
4,5688,5491,577,2,4,6,3,1,9,2,43,1,0,0,2,2,4,0,0,3,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,86.9329
4,3818,10708,1416,2,4,6,6,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.0,93.1662
4,280,12119,81,2,4,6,1,1,14,2,413,1,0,0,0,2,1,0,0,2,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,111.3,112.6207999999999
4,3818,10860,1416,2,4,4,6,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.0,94.7215
4,4469,2640,1277,2,7,2,1,1,12,1,233,1,0,0,0,2,4,1,0,8,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.72,84.19110000000006
4,2765,14592,1254,2,1,5,3,1,14,1,374,1,0,0,1,2,1,1,1,1,36,110,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,72.4324
4,855,14748,385,2,1,2,3,1,12,1,29,1,0,0,0,2,14,1,0,21,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.0,91.16749999999998
4,686,16130,1974,2,4,6,7,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66.5,64.30104869272884
4,1675,15914,1425,3,1,2,1,1,11,2,102,2,0,0,3,2,14,4,1,1,37,30,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.39,91.532
2,307,619,577,2,4,4,1,1,9,2,301,1,0,0,0,2,0,0,0,0,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81.6,103.4437
4,4243,13070,1416,2,4,4,3,1,19,2,144,2,0,0,0,4,3,1,0,4,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,115.98110000000004
4,21,77,163,2,7,8,1,1,12,1,413,1,0,0,0,2,3,0,0,4,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.56,93.12740000000008
4,3605,16269,1622,2,1,2,3,1,12,1,137,1,0,0,2,2,4,3,0,5,50,45,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,83.0598
4,2894,5576,577,2,4,6,1,1,9,1,447,1,0,0,3,2,3,1,1,3,50,45,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,79.2273
4,4821,1557,1974,2,1,5,1,1,16,2,248,1,0,0,0,2,0,0,0,1,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,100.8832
4,6652,5352,454,2,1,5,4,1,12,1,498,1,0,0,0,2,3,1,0,3,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67.2,92.8807
4,4172,744,1254,2,4,4,3,1,14,1,573,1,0,0,0,2,2,0,0,6,42,196,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,99.62160000000002
4,2728,8305,1416,2,4,6,5,1,8,1,200,1,1,0,0,2,0,0,0,37,9,61,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,86.1291
4,45,772,743,2,7,2,4,1,6,1,440,1,0,0,2,2,3,2,0,3,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,86.375
2,6185,12813,577,2,4,6,1,1,9,1,350,1,0,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150.0,86.37439999999998
4,1650,14116,1416,2,4,6,3,1,4,1,482,1,1,0,0,2,0,0,0,0,9,155,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,101.14,89.33519999999999
4,1675,15008,817,3,1,5,4,1,12,1,102,1,0,0,1,2,4,3,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.39,86.95689999999999
3,6291,8559,503,2,4,4,1,1,6,1,484,1,0,0,0,2,1,0,0,1,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,77.61,103.5921
2,4092,9803,1416,2,4,4,3,1,14,2,109,1,0,0,0,2,4,0,0,36,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115.0,105.0902
2,4188,14727,1416,2,4,6,4,1,14,1,194,3,0,3,0,2,0,0,0,21,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150.0,89.72320000000002
2,4172,14548,81,2,4,6,1,1,14,2,102,1,0,0,0,2,3,1,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.18,79.85715500000013
2,2894,3996,577,2,1,4,3,1,9,2,325,1,0,0,2,2,6,1,1,9,53,195,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,115.12319999999995
4,2626,6994,728,2,4,6,3,1,8,2,409,1,0,0,0,2,2,0,0,5,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,97.55879999999998
4,5286,7603,577,2,1,2,4,1,11,2,257,3,0,0,0,2,3,1,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,95.0424
4,891,9788,385,2,4,4,3,1,14,2,29,2,0,0,0,4,3,0,0,5,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.41,85.24009999999994
2,3335,13056,385,2,4,6,5,1,12,1,484,1,0,0,0,2,3,1,0,6,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75.0,93.00479999999996
4,686,16109,1416,2,4,6,1,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76.0,72.95898484848483
4,5971,14446,508,2,4,1,1,1,13,2,43,1,0,0,0,2,2,0,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,88.6258
2,990,15009,385,2,4,4,3,1,12,1,102,1,1,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,126.25,86.07010000000002
4,5483,1062,577,2,4,4,3,1,12,1,33,1,0,0,0,2,2,2,0,32,50,11,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79.67,76.89559999999999
4,4478,2638,1277,2,1,2,3,1,12,1,498,2,0,0,1,2,5,4,0,4,54,161,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95.59,82.37810000000009
4,2042,16000,274,2,4,6,3,1,12,1,413,1,1,0,0,2,0,0,0,0,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.2,79.17989999999998
2,2799,3894,577,2,1,2,1,1,9,1,43,1,0,0,0,2,0,0,0,0,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140.0,88.54039999999999
2,7221,11398,1277,2,1,5,3,1,12,1,498,1,0,0,1,2,2,0,0,3,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,122.57,92.05600000000004
4,2987,1978,577,2,1,4,6,1,9,2,102,1,0,0,0,2,4,0,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,71.0,85.1067
2,4786,1533,1362,2,7,2,3,1,16,2,537,2,0,0,0,4,7,2,0,7,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125.0,119.84029999999998
4,1098,5025,274,2,1,2,1,1,12,1,102,1,0,0,0,2,3,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.98,88.77249999999998
4,1430,6724,708,2,4,4,1,1,12,1,322,2,0,0,0,4,2,0,0,2,25,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50.0,60.44470000000001
4,3682,16582,743,2,1,2,1,1,13,2,373,1,0,0,0,2,1,0,0,1,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.0,89.28300000000002
3,851,14548,681,2,4,4,3,1,14,2,109,1,0,0,0,2,2,0,0,78,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50.12,77.19049999999999
4,729,13847,743,2,1,2,3,1,3,2,351,1,0,0,4,2,16,5,4,59,28,104,3,3,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.0,87.4386
4,5129,8378,1480,2,1,2,3,1,18,2,413,2,0,0,1,4,4,1,1,6,34,110,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104.63,94.30600000000004
4,347,3583,454,2,7,2,1,1,6,1,166,3,0,0,0,2,1,0,0,4,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84.0,94.7622
4,2092,8898,454,2,4,6,3,1,6,2,264,1,0,0,0,2,2,0,0,0,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104.63,102.90930000000002
4,6790,3471,577,2,4,4,9,1,9,1,350,2,0,0,0,4,3,0,0,7,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,87.0,91.6246
2,6740,15919,1557,2,1,5,3,1,12,1,413,1,0,0,1,2,1,1,0,1,34,110,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.0,86.05180000000004
4,1363,15849,1974,2,4,4,1,1,12,1,123,1,0,0,0,2,0,0,0,0,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.75,88.11840000000001
4,4006,798,297,2,4,1,4,1,6,1,440,1,0,0,0,2,1,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,85.14229999999999
3,5343,13206,577,2,4,6,7,1,9,1,350,1,0,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,83.12020000000001
2,1133,11369,66,2,4,6,3,1,4,2,460,1,0,0,0,2,2,0,0,3,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150.0,113.9948
4,3668,11070,743,2,4,6,1,1,12,1,102,1,0,0,0,2,3,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99.74,94.19979999999988
4,3170,15719,457,2,4,4,9,1,3,1,166,1,0,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.0,106.29970000000002
4,1640,6152,577,3,1,2,4,1,4,1,109,1,0,1,0,2,0,0,0,0,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,99.3518
4,1443,11448,457,3,1,5,5,1,3,2,484,2,0,0,2,4,8,3,2,13,9,157,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130.0,119.5304
4,2183,2140,577,2,7,8,3,1,9,2,102,1,0,0,0,2,1,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,82.23819999999998
2,3914,14540,385,2,1,8,1,1,12,1,484,1,0,0,0,2,6,4,0,7,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105.0,103.8198
2,4224,14187,1416,2,4,6,1,1,14,1,107,1,0,0,0,2,0,0,0,0,44,126,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,102.86,86.00019999999996
4,3474,3597,702,2,4,6,3,1,12,1,417,1,0,0,0,2,2,0,0,5,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,85.95259999999999
4,6378,278,385,2,1,2,3,1,12,1,102,1,0,0,1,2,4,1,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65.0,74.41210000000002
4,4172,14614,271,2,4,4,3,1,14,2,102,1,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74.0,71.66240000000008
4,2894,13281,577,2,1,1,3,1,9,2,102,2,0,0,2,2,2,2,2,2,37,30,0,2,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.39,89.52199999999993
2,4077,15322,1316,3,7,8,1,1,14,2,137,1,0,0,0,2,2,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.0,94.2525
4,4495,12921,81,2,4,6,1,1,14,2,102,1,0,0,0,2,1,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76.02,87.78140000000003
4,2339,12306,457,2,4,4,3,1,3,1,357,1,0,0,0,2,2,1,0,2,45,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,95.7914
2,4172,318,351,2,4,6,5,1,14,2,206,1,0,0,1,2,1,0,0,1,21,35,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.0,107.57219999999998
4,5163,12338,1416,2,4,4,1,1,14,1,107,1,0,0,0,2,2,0,0,31,44,126,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94.68,98.50160000000008
4,6788,15767,79,2,4,6,1,1,6,1,365,1,0,0,0,2,2,0,0,18,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.0,87.25569999999999
4,2776,15019,8,3,4,6,3,1,12,1,194,1,0,0,1,2,2,1,1,2,9,157,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.45,84.93180000000001
4,2177,2364,454,3,1,2,1,1,6,1,256,1,0,0,0,2,2,0,0,3,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,87.77680000000001
4,5222,2078,385,2,4,4,1,1,8,1,185,1,0,0,0,2,3,0,0,5,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81.4,82.0308
4,7376,4616,2047,2,4,6,5,1,18,2,342,1,1,0,0,2,0,0,0,1,14,100,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,98.70729999999998
4,2894,3719,1974,2,4,4,1,1,9,1,484,1,0,0,0,2,0,0,0,0,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115.0,105.6944
4,2894,8483,743,2,4,6,1,1,9,2,485,2,0,0,0,2,1,0,0,3,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,87.65,88.16089999999994
2,2735,4090,1416,2,4,6,5,1,8,1,420,1,0,0,0,2,1,0,0,1,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,93.45810000000002
2,1675,8385,577,2,4,6,3,1,9,2,264,1,0,0,0,2,3,0,0,3,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.93,104.23120000000004
4,4172,704,1319,2,4,6,3,1,14,1,17,1,0,0,0,2,1,0,0,1,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75.0,91.72659999999998
4,827,7271,1416,2,4,4,1,1,14,1,29,1,0,0,0,2,1,0,0,4,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65.0,79.1485
2,4172,11832,1976,2,7,3,3,1,14,1,514,2,0,0,0,4,1,0,0,1,26,168,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,85.4902
4,3039,3056,580,3,1,5,5,1,6,2,485,1,0,0,0,2,4,0,0,3,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.0,92.92340000000002
4,706,3467,577,2,4,4,3,1,9,2,528,1,1,0,0,2,0,0,0,2,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,113.85,107.427
4,4030,6722,81,2,4,6,9,1,14,2,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.64,88.78860000000007
4,4172,10534,81,2,4,6,3,1,14,2,369,1,0,0,0,2,2,0,0,7,49,106,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,87.5525
4,4170,16966,1235,3,1,1,3,1,14,2,99,1,0,0,4,2,13,5,4,1,5,127,2,4,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.5,95.8032
2,790,7265,1496,2,4,4,3,1,14,2,109,1,0,0,0,2,2,1,0,5,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50.12,84.26109999999998
2,1395,12291,1448,2,4,6,3,1,12,1,365,1,0,0,1,2,12,5,1,7,9,158,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120.0,84.8388
2,1830,3948,743,2,1,2,3,1,13,2,209,1,0,0,0,2,3,1,0,0,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150.0,96.98510000000002
3,2633,10225,1589,2,4,4,3,1,8,2,185,2,0,0,0,4,3,0,0,41,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60.0,80.7196
2,5030,3607,1974,2,4,6,1,1,12,1,412,1,0,0,0,2,0,0,0,0,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,132.75,109.42883333333332
4,790,8643,385,2,4,4,1,1,14,2,356,1,0,0,0,2,2,1,0,11,9,89,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57.0,84.8195
4,4022,14618,1416,2,1,4,5,1,14,2,350,1,0,0,0,2,8,0,0,5,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,92.1172
4,4206,4435,81,2,4,4,3,1,14,1,420,1,0,0,0,2,2,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.0,87.84690000000002
4,3749,9916,1277,2,1,2,1,1,12,1,366,1,0,0,1,2,2,1,1,3,54,160,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.0,87.88599999999998
4,4256,11355,681,2,1,2,3,1,14,1,512,1,0,0,0,2,4,1,0,28,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,101.1,107.9473
2,5696,5570,580,2,4,6,3,1,6,1,590,6,0,0,1,2,5,2,1,3,12,126,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130.0,100.86849999999998
4,5990,12014,143,2,4,1,3,1,13,2,43,1,0,0,0,2,3,1,0,11,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,95.7648
4,1534,5614,1447,2,7,4,3,1,9,2,102,1,0,0,1,2,4,3,1,4,37,30,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,89.4443
4,706,3464,577,2,4,4,1,1,9,2,528,2,0,0,0,4,2,0,0,2,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,109.87,111.40450000000004
4,2873,15936,577,2,4,4,4,1,9,1,166,2,0,0,0,4,2,0,0,21,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.0,90.63250000000002
2,2077,13529,1277,2,1,8,1,1,12,1,498,1,0,0,0,2,3,0,0,4,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,81.22570000000002
4,2095,4754,454,2,4,6,5,1,6,2,552,1,0,0,0,2,1,1,0,1,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,86.7026
4,3776,16680,274,2,1,4,3,1,8,1,440,1,0,0,0,2,2,0,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,87.61509999999997
4,6294,3589,496,2,4,6,3,1,6,1,304,1,0,0,4,2,4,1,0,6,9,90,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,113.46,105.03979999999996
3,4148,15075,882,3,1,5,3,1,14,2,102,1,0,0,1,2,3,1,1,1,37,30,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57.0,76.95970000000001
4,3808,3857,1416,2,7,8,3,1,14,2,102,1,0,0,0,2,1,0,0,8,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.25,90.77520000000004
4,6790,8392,454,2,7,2,3,1,6,2,102,1,0,0,0,2,1,1,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92.39,93.38899999999992
2,1272,8794,385,2,4,6,1,1,12,1,484,1,0,0,0,2,3,0,0,10,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115.0,84.24830000000003
4,5152,13873,81,2,4,4,3,1,14,2,102,1,0,0,0,2,2,0,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80.5,97.4559
4,1640,11002,577,2,4,4,3,1,4,2,479,1,0,0,0,2,2,1,0,25,50,154,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.11,97.3037
2,21,1619,385,2,7,4,1,1,12,1,102,1,0,0,1,2,6,1,0,9,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79.65,85.73999999999998
4,3419,3589,89,2,4,4,3,1,11,2,423,2,0,0,0,4,4,2,0,5,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,106.2,104.4732
4,7410,4557,1277,2,1,2,3,1,12,1,498,1,0,0,1,2,3,2,1,4,54,161,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95.44,93.72119999999995
2,1675,16754,777,3,4,6,4,1,6,1,498,3,0,0,0,2,2,1,0,12,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95.62,86.20740000000002
2,4403,15936,1447,2,7,2,1,1,12,1,538,1,0,0,0,2,0,0,0,1,9,123,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.93,93.09930000000008
4,4108,11954,1254,2,4,4,1,1,14,1,357,1,0,0,0,2,1,0,0,4,45,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,91.5466
4,1852,16501,1416,2,1,4,3,1,14,2,484,3,0,0,0,6,5,0,0,6,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,92.1247
2,1159,7224,1622,2,1,2,3,1,4,1,555,1,0,0,1,2,1,1,1,1,5,182,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115.0,94.8023
4,6460,4084,1416,2,4,6,3,1,8,2,402,1,1,0,0,2,0,0,0,0,14,119,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98.35,79.0882
4,4260,15883,54,2,4,6,3,1,12,1,413,1,0,0,0,2,1,0,0,1,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79.75,85.109
3,5566,8440,454,2,4,6,3,1,6,1,194,1,0,0,1,2,2,1,1,3,9,157,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75.58,98.12239999999998
4,5372,8859,454,2,4,6,5,1,6,1,145,1,0,0,0,2,4,0,0,8,10,49,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95.62,90.3969
3,1420,5813,274,2,7,2,3,1,12,1,27,1,0,0,0,2,4,0,0,8,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68.0,79.31089999999999
2,1675,13960,590,3,1,2,1,1,6,1,498,2,0,0,1,2,8,2,0,6,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100.0,94.42549999999996
2,5833,5379,1447,2,4,6,5,1,12,1,5,1,0,0,0,2,5,3,0,11,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104.63,94.35416666666664
4,4172,16710,1824,3,1,8,3,1,12,1,498,1,0,0,0,2,2,0,0,4,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,64.0,69.27310000000003
2,6407,4431,385,3,1,2,3,1,8,2,350,2,0,0,1,4,7,4,1,8,28,104,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,145.0,105.03669999999998
4,1640,7973,622,2,4,6,1,1,4,2,586,1,0,0,0,2,1,1,0,1,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,96.93,90.8319
4,731,3748,457,2,4,4,1,1,3,2,17,1,0,0,0,2,0,0,0,0,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.5,96.3931
4,686,13375,1976,2,4,4,1,1,14,1,102,1,0,0,0,2,0,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57.0,66.5
2,4807,8963,1362,2,4,1,1,1,16,2,498,1,0,0,0,2,1,0,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125.0,85.19010000000002
2,790,15883,81,2,4,6,3,1,14,2,264,1,0,0,1,2,2,1,0,2,34,110,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79.78,80.89299999999994
