Actual_billrate
68.78
99.74
85.5
76.03
70.0
57.0
80.5
75.0
85.5
121.75
140.0
85.5
85.5
70.0
85.5
70.0
85.5
82.0
85.79
92.39
76.06
78.72
115.24
85.5
85.5
79.25
41.0
80.5
60.18
61.95
85.0
165.0
80.5
125.0
87.0
49.87
85.5
90.25
67.86
100.0
57.45
121.73
85.5
85.5
85.5
85.5
80.0
73.96
100.0
76.0
85.5
53.6
85.5
110.0
71.0
69.0
115.0
78.72
96.93
76.06
61.65
125.0
100.0
109.75
100.0
150.0
120.0
85.5
98.0
85.0
118.72
85.5
100.0
52.13
58.91
85.5
101.67
99.74
85.5
85.5
85.5
85.5
83.5
85.5
49.97
85.5
80.5
92.39
77.62
100.0
85.5
85.5
85.5
88.25
120.0
95.0
85.5
71.54
87.31
68.0
87.0
105.0
110.0
96.93
85.5
92.39
91.97
120.0
95.0
115.0
85.79
110.0
74.0
61.15
97.0
76.06
100.0
80.5
115.0
105.38
86.0
60.0
90.0
85.5
112.67
47.5
85.5
77.8
57.0
85.5
73.5
85.5
80.5
75.0
60.0
65.0
105.0
76.0
70.0
75.0
91.53
116.19
80.0
99.0
120.0
63.2
85.5
100.0
85.5
75.0
93.0
80.5
93.33
50.0
85.5
73.5
92.54
85.5
52.0
95.62
90.0
85.5
85.5
85.5
104.63
42.5
100.0
76.06
85.5
71.43
85.5
85.5
66.5
123.75
126.0
62.25
94.05
70.0
115.0
132.0
104.63
76.0
85.5
76.0
119.13
148.91
118.75
96.93
108.47
128.0
175.0
50.0
85.5
81.83
150.0
99.74
85.5
110.0
85.0
80.0
55.0
115.1
130.0
120.0
119.13
80.5
85.5
85.5
57.0
70.35
85.5
85.98
92.39
109.49
85.5
85.5
75.0
90.0
85.5
117.0
95.0
85.5
115.0
107.06
60.0
50.0
76.0
91.64
80.5
61.5
85.5
96.93
70.0
100.0
90.0
81.7
66.5
94.6
88.5
110.0
89.0
68.0
85.5
81.0
82.0
85.5
85.5
85.5
115.0
92.39
85.5
61.41
72.0
85.0
120.0
40.0
85.79
88.18
106.71
71.0
50.0
45.85
71.0
91.6
62.73
85.5
92.51
85.0
140.0
55.0
90.0
85.5
100.0
89.0
100.0
78.72
85.0
104.63
125.0
101.09
99.74
85.0
90.0
47.0
57.0
99.74
105.0
78.0
85.5
129.02
57.45
66.5
100.0
100.0
92.39
92.39
40.0
72.53
85.5
85.5
85.5
99.74
85.5
117.14
85.5
110.0
135.0
84.66
82.0
85.5
72.8
100.0
120.0
55.21
49.41
59.0
83.48
80.5
85.5
85.5
85.5
99.74
103.32
85.5
76.06
58.07
91.64
82.33
140.65
90.0
60.56
92.51
110.0
90.2
44.16
80.0
87.69
85.5
85.5
76.0
120.0
86.66
100.0
85.5
66.5
70.0
43.07
91.88
78.72
95.0
62.06
75.0
85.5
120.0
95.0
100.35
76.0
57.0
109.75
57.0
85.5
76.0
85.0
83.63
40.0
86.66
57.0
88.18
111.5
57.0
50.0
57.0
76.0
87.0
78.55
67.0
80.0
47.0
115.0
85.5
65.0
64.03
70.29
64.15
54.0
85.5
93.4
75.0
110.0
82.4
85.5
85.5
115.0
45.89
88.69
74.25
96.93
96.14
102.5
104.63
129.02
85.5
78.72
40.0
128.8
102.5
60.0
75.0
96.35
66.5
96.0
102.0
79.85
76.0
109.9
80.5
127.99
91.65
78.58
100.0
85.5
85.5
70.0
74.5
85.5
50.0
108.59
57.0
90.0
115.0
85.5
71.0
85.5
120.0
76.0
85.5
92.39
83.56
85.5
90.0
85.5
50.0
85.5
60.0
127.59
85.5
105.85
69.73
80.0
85.5
62.5
70.0
120.0
103.3
70.0
166.0
85.5
55.0
92.0
110.75
99.0
110.0
110.75
85.5
92.39
85.5
100.0
50.0
85.5
88.0
59.09
105.0
90.0
76.0
104.63
88.0
76.0
95.0
85.5
98.5
79.2
85.5
85.5
99.0
48.18
130.5
79.65
71.0
71.0
80.0
85.5
120.0
69.63
61.5
76.0
85.5
77.0
125.0
75.0
85.98
66.5
80.0
96.0
85.5
85.5
72.53
118.75
76.02
85.5
85.0
90.0
43.41
85.5
85.5
83.56
86.4
85.5
104.63
85.5
85.5
85.5
85.0
60.0
65.0
85.5
67.27
90.0
85.5
120.0
96.44
118.5
85.5
75.0
72.75
76.0
85.5
43.3
70.0
85.5
68.91
85.5
80.06
130.0
85.0
85.5
76.0
89.3
40.0
85.5
72.0
47.55
126.31
85.5
54.02
76.0
85.5
190.0
103.75
70.0
85.0
76.0
75.0
85.5
85.0
100.35
108.35
115.11
105.2
105.04
73.57
100.0
102.0
105.85
85.5
85.5
85.5
115.0
115.86
90.0
85.5
100.0
55.0
88.1
85.5
120.0
66.5
85.5
92.5
85.5
76.02
80.5
121.73
85.5
90.0
100.0
85.0
75.04
85.5
85.5
88.61
130.0
85.5
85.5
95.5
79.0
100.0
76.02
79.78
85.0
85.5
80.0
76.0
81.0
75.0
102.5
85.5
60.1
85.5
92.39
80.16
85.5
75.0
85.5
85.5
94.61
70.0
82.33
69.13
85.5
80.0
76.0
75.0
96.93
88.6
96.75
118.8
111.3
114.17
90.0
76.0
75.0
44.81
110.0
87.52
75.0
77.3
96.0
85.02
120.0
71.0
93.39
103.83
100.0
137.0
85.5
85.0
100.0
90.0
65.0
110.75
80.5
92.0
105.0
85.5
75.0
61.5
109.75
112.5
60.0
85.5
104.63
98.21
51.35
88.0
66.5
87.6
101.67
109.75
116.72
80.0
81.0
120.0
51.5
92.0
108.27
87.0
85.5
85.79
79.78
95.0
83.5
91.53
85.5
85.5
68.18
105.04
66.83
97.0
85.5
85.5
104.63
110.0
69.58
41.59
88.51
100.0
68.18
90.0
80.5
73.08
64.5
87.0
85.5
98.5
90.0
123.0
87.65
57.0
100.0
87.0
85.5
122.61
90.0
60.0
90.0
85.5
97.51
93.05
83.56
85.5
150.35
130.0
80.5
85.5
90.0
100.0
78.72
40.0
75.0
85.5
98.75
85.5
50.0
78.0
71.0
104.99
77.75
69.73
147.78
90.0
85.5
85.5
73.96
84.25
100.0
88.18
85.5
80.5
65.6
116.02
80.5
85.5
85.5
100.0
79.65
80.5
78.72
85.5
79.75
75.0
102.4
58.0
85.5
85.5
83.0
70.0
72.0
99.74
85.5
85.5
130.0
80.77
110.75
100.0
120.0
66.5
104.63
75.12
75.0
85.5
85.5
54.02
85.5
111.5
88.18
130.0
120.0
150.0
85.5
88.32
75.0
70.17
85.5
83.11
119.4
118.73
100.0
85.5
90.0
85.5
80.0
65.0
85.5
110.0
81.0
40.81
85.5
109.58
47.0
87.0
99.74
80.0
64.5
88.0
92.39
85.0
123.9
96.6
110.0
104.63
100.0
129.14
90.0
73.96
85.5
85.5
55.0
99.74
76.0
120.0
85.5
76.0
80.0
85.5
100.0
63.09
85.5
89.0
109.44
70.0
91.64
100.0
101.67
85.5
99.0
108.03
71.0
77.53
100.0
85.5
81.87
68.18
100.0
85.5
80.0
80.0
85.5
40.08
122.69
85.5
100.0
85.5
85.5
87.65
85.5
85.5
84.29
87.25
47.0
85.5
96.0
40.0
69.6
110.0
85.5
85.5
104.63
120.0
92.39
100.0
85.5
104.0
130.0
93.58
92.0
85.5
96.93
50.0
78.72
85.5
82.25
113.85
85.98
85.5
140.0
78.72
85.5
85.5
45.89
180.0
54.38
115.0
85.5
85.0
105.7
57.0
76.0
97.91
64.5
87.0
123.75
77.8
78.72
85.0
85.5
72.99
93.83
61.5
93.48
85.5
70.54
85.5
89.0
85.5
91.74
130.0
120.0
67.29
110.75
72.89
50.0
120.0
80.5
79.89
92.23
85.5
88.18
85.5
104.9
91.53
96.0
92.0
92.39
101.67
91.74
57.0
82.28
85.5
125.0
85.79
89.0
95.0
105.0
85.5
102.0
95.59
85.5
60.0
85.5
181.24
85.5
165.6
71.0
109.44
109.75
71.43
79.0
85.5
120.0
72.5
96.93
85.79
99.0
90.2
78.2
89.75
97.0
66.5
85.5
125.0
85.5
120.0
85.5
85.5
91.64
81.0
89.0
85.5
85.5
132.71
92.39
80.0
85.5
92.51
150.0
105.0
75.0
85.5
93.05
80.0
85.5
85.5
75.0
104.63
85.5
73.96
80.0
100.0
120.0
110.5
66.5
85.5
90.0
155.0
72.88
90.0
83.5
117.97
112.3
72.73
85.5
85.5
100.0
66.5
85.5
83.0
76.0
85.5
85.5
57.0
40.0
81.0
85.5
90.0
121.73
80.5
80.0
85.5
57.0
115.0
105.0
85.5
85.5
85.5
104.63
70.0
130.0
99.26
85.5
63.35
66.8
79.2
140.24
99.74
85.5
94.85
130.0
70.0
100.0
52.59
99.74
85.5
88.0
120.0
80.0
138.75
75.0
85.5
81.83
138.93
130.0
85.5
85.92
102.0
86.0
72.0
96.93
110.0
85.5
101.14
163.35
50.0
85.5
120.0
85.5
85.0
100.0
60.0
90.0
96.93
108.0
76.06
52.71
92.39
95.0
80.0
85.5
92.51
85.5
96.93
85.5
64.78
66.5
102.0
150.0
85.5
105.55
41.59
85.5
129.0
98.2
70.0
102.0
80.5
85.5
79.17
90.0
77.62
82.33
73.96
85.5
95.0
88.51
150.0
85.61
70.0
92.39
80.0
72.0
81.76
66.0
85.5
99.74
80.5
90.0
81.83
85.5
80.5
88.51
60.13
68.0
85.5
85.0
110.0
110.0
104.0
94.5
121.73
85.5
76.02
85.5
70.5
104.63
85.5
99.74
88.9
76.06
73.96
150.0
85.5
92.39
76.02
80.5
49.0
78.0
124.0
85.5
93.31
90.0
55.0
129.14
75.0
64.5
95.0
96.93
105.0
69.0
80.0
64.0
68.0
85.5
71.0
80.5
85.5
83.56
80.5
130.0
70.0
51.0
96.93
101.0
97.56
85.5
98.2
88.91
101.67
74.0
85.5
75.53
86.57
132.04
70.0
70.0
85.5
100.0
112.0
100.0
85.5
82.6
85.5
115.0
110.0
74.52
46.5
85.5
85.5
72.0
75.0
66.5
85.5
92.51
69.73
85.5
76.0
41.59
85.0
67.64
71.0
85.5
97.0
90.0
50.0
55.0
75.0
60.0
83.0
75.0
85.5
51.32
78.0
90.61
49.0
90.0
85.5
80.0
85.32
90.0
85.5
126.31
81.83
41.57
93.19
85.5
130.0
79.0
92.39
85.5
85.5
83.04
149.8
100.0
110.0
98.2
90.2
110.0
85.5
120.0
80.5
111.3
84.0
69.63
70.18
109.75
108.0
120.0
85.98
64.5
85.59
44.63
125.44
90.2
110.0
63.8
110.0
99.74
85.5
96.93
129.0
83.63
69.63
110.0
100.0
71.0
76.06
92.75
120.0
78.0
61.5
91.65
144.0
80.0
103.83
62.0
55.74
80.5
92.21
80.5
76.0
138.6
85.5
120.0
120.0
144.0
104.51
85.5
65.57
85.5
70.0
76.0
96.93
85.5
76.0
109.0
60.0
66.5
92.98
80.0
85.5
85.5
71.5
100.0
80.0
62.73
90.2
81.18
92.0
80.5
70.0
42.5
123.75
83.0
70.0
95.59
85.5
122.5
90.0
100.0
150.0
85.5
55.71
42.16
85.5
66.5
127.43
69.6
79.0
85.79
91.0
72.5
81.83
68.43
66.5
97.02
91.5
70.0
85.5
92.75
123.75
85.5
92.39
61.5
89.77
90.0
85.5
64.5
65.0
120.0
76.0
85.5
61.5
73.48
95.0
66.5
92.39
90.0
85.5
116.69
118.75
85.0
129.14
76.0
73.96
92.39
85.5
94.4
48.0
73.14
71.0
92.39
40.0
43.07
89.3
88.18
92.3
92.51
105.0
85.5
70.0
90.0
70.54
84.04
85.5
96.93
85.5
85.5
45.74
85.5
75.06
95.0
81.61
75.0
85.5
100.0
85.5
88.18
66.5
120.0
93.58
85.5
101.67
85.5
104.63
130.0
87.31
121.27
85.5
99.74
85.0
85.5
99.0
86.0
72.13
110.75
80.0
66.5
108.9
146.77
118.75
119.0
85.0
109.44
86.0
117.6
92.39
107.1
85.5
85.5
68.78
95.71
130.0
104.63
115.24
80.86
85.5
85.5
80.0
85.5
88.18
75.0
85.5
85.5
75.0
108.0
89.99
110.0
85.5
121.73
70.0
65.0
117.0
85.5
81.83
120.0
100.0
85.5
51.32
90.61
85.5
72.75
147.0
66.0
110.75
41.92
83.69
101.0
80.0
42.5
41.59
124.09
85.5
65.0
85.5
105.0
114.22
66.51
83.5
85.5
72.22
85.5
85.5
99.0
85.5
85.5
50.0
62.0
97.0
77.78
96.28
120.4
66.5
66.5
85.5
99.0
84.95
84.0
80.5
85.5
85.5
108.59
68.0
82.28
100.0
92.51
85.5
113.13
85.5
54.2
68.0
115.0
110.0
54.02
96.03
90.0
125.0
57.79
91.0
81.9
85.5
66.5
79.73
94.05
85.0
71.0
85.5
93.81
100.0
113.96
73.96
87.6
100.0
80.5
89.0
79.78
110.75
100.0
89.5
68.17
69.01
140.0
100.0
95.0
85.5
76.0
200.0
124.41
91.0
150.0
100.0
140.0
85.5
92.0
92.39
85.5
60.0
72.75
97.0
66.5
71.0
85.5
110.0
120.0
82.0
150.0
120.0
85.0
88.51
85.5
65.0
113.13
130.0
57.0
129.14
66.5
55.0
87.65
121.73
96.93
120.26
96.93
90.0
110.0
66.5
90.0
85.5
99.0
47.65
100.0
70.35
80.5
85.5
49.0
100.0
85.5
85.5
76.0
90.25
54.38
71.0
85.0
124.0
85.5
99.99
60.0
85.5
78.47
78.79
85.5
96.0
111.3
96.0
78.72
85.5
90.0
66.5
92.39
81.6
85.5
83.56
85.5
60.0
110.0
67.2
110.0
85.5
85.5
150.0
101.14
92.39
77.61
115.0
150.0
88.18
85.5
85.5
100.0
96.41
75.0
76.0
85.5
126.25
79.67
95.59
90.2
140.0
122.57
71.0
125.0
85.98
50.0
80.0
50.12
88.0
104.63
84.0
104.63
87.0
96.0
91.75
85.5
80.5
150.0
99.74
88.0
100.0
130.0
80.5
105.0
102.86
85.5
65.0
74.0
92.39
90.0
76.02
85.5
72.0
94.68
90.0
90.45
85.5
81.4
85.5
115.0
87.65
110.0
96.93
75.0
65.0
85.5
90.0
113.85
91.64
85.5
83.5
50.12
120.0
150.0
60.0
132.75
57.0
85.5
80.0
90.0
101.1
130.0
85.5
80.5
109.87
90.0
85.5
85.5
85.5
113.46
57.0
88.25
92.39
115.0
80.5
85.11
79.65
106.2
95.44
95.62
96.93
85.5
85.5
115.0
98.35
79.75
75.58
95.62
68.0
100.0
104.63
64.0
145.0
96.93
85.5
57.0
125.0
79.78
104.63
85.5
133.15
96.93
85.5
83.5
104.63
85.5
85.5
85.5
99.74
85.5
42.5
98.0
55.28
65.0
80.0
144.1
70.55
69.73
89.25
100.0
66.5
100.0
65.0
85.5
150.0
100.0
148.5
85.5
85.5
100.0
96.93
90.0
115.24
94.0
41.35
80.5
138.75
85.5
75.0
92.39
86.55
104.63
100.0
85.5
120.0
96.93
55.0
85.5
60.0
85.5
86.55
69.0
85.5
91.79
78.72
85.5
96.93
109.44
104.63
70.0
76.0
88.72
87.0
72.83
110.0
85.5
92.39
115.0
88.59
71.55
74.64
84.29
73.0
85.5
88.18
85.5
85.5
110.0
85.5
90.2
89.85
72.0
85.5
75.0
105.0
85.5
119.13
130.0
87.19
107.0
85.0
80.0
80.0
85.03
44.0
85.5
113.96
92.54
88.61
108.0
80.0
95.39
121.73
66.5
98.0
85.5
85.5
92.0
101.0
130.0
80.5
92.39
80.5
84.25
100.38
129.14
85.5
99.74
81.0
110.0
72.5
65.0
104.63
57.0
85.5
54.02
85.5
84.33
104.63
85.0
79.0
110.0
66.0
82.33
96.93
75.0
100.0
87.59
80.0
85.5
85.5
160.0
115.0
62.88
92.39
89.0
66.5
93.1
65.0
107.36
92.39
85.5
87.0
57.0
94.01
83.0
108.42
85.5
100.0
104.63
70.0
90.0
76.0
85.5
42.08
113.13
120.0
85.5
85.5
86.77
69.58
79.65
85.5
85.0
82.5
85.5
85.5
95.75
100.0
85.5
110.0
63.35
85.5
41.17
85.5
42.5
49.0
72.5
82.0
90.0
85.98
97.0
50.0
85.5
95.0
80.0
75.0
55.25
66.5
60.0
85.5
102.9
42.0
54.5
86.79
85.5
95.0
96.93
85.5
85.5
85.5
99.74
75.0
50.0
97.44
75.0
85.5
109.44
92.39
92.15
85.5
96.93
65.0
109.0
41.59
87.0
130.0
75.0
78.91
100.0
57.0
85.5
75.0
100.0
100.0
120.86
101.32
85.5
118.75
80.5
76.02
79.65
85.5
115.0
102.87
88.0
99.74
50.0
85.5
90.0
70.0
78.8
85.5
108.0
60.0
140.0
109.44
90.0
85.5
59.32
85.5
62.73
100.0
71.0
54.05
88.18
90.18
42.5
105.7
88.0
95.0
92.75
74.0
85.5
72.57
72.75
61.0
80.0
74.5
85.5
94.0
85.5
135.0
85.0
99.74
129.0
82.23
66.5
82.25
85.0
105.2
66.48
85.5
85.0
61.5
110.0
85.5
111.7
92.39
81.5
62.5
87.42
85.5
85.5
102.4
70.0
90.0
85.0
85.98
150.0
110.0
75.0
108.84
110.0
85.5
68.0
85.5
85.5
130.0
88.1
45.0
90.89
85.5
66.5
93.1
96.93
85.5
85.79
40.0
85.5
85.5
85.5
85.5
99.0
96.0
72.0
85.5
131.84
90.0
45.0
75.0
99.0
85.5
64.5
85.98
85.5
72.5
80.5
75.0
75.0
110.0
85.5
106.5
78.72
76.06
93.8
118.2
85.5
88.51
80.0
66.5
81.0
150.0
85.0
85.5
100.0
85.5
111.3
116.0
76.0
85.02
45.0
96.75
115.0
105.0
120.0
53.4
46.0
105.0
115.0
65.0
104.63
60.0
100.53
100.0
100.0
106.9
109.44
85.5
85.5
96.93
90.61
108.0
85.5
76.0
120.0
113.94
69.0
88.51
94.31
55.0
117.0
141.89
92.39
100.0
85.5
85.5
80.0
94.05
70.0
129.0
99.74
85.5
110.0
121.0
62.0
125.0
105.0
91.99
104.0
92.39
80.0
85.5
108.9
81.82
90.0
94.5
47.87
81.61
70.0
109.75
111.3
76.0
48.0
78.43
76.0
94.05
60.0
194.7
76.02
80.5
100.0
85.5
91.64
86.25
66.5
85.5
85.5
45.92
120.0
118.75
85.5
75.0
127.0
51.0
93.0
105.0
95.0
111.15
75.0
80.5
91.0
85.5
69.0
116.0
85.5
80.5
91.65
69.2
160.0
71.0
85.5
105.0
148.91
85.5
100.0
65.0
100.0
80.5
63.06
61.5
96.93
57.0
63.2
80.5
72.75
85.5
130.0
101.0
96.93
85.98
128.0
100.0
92.34
86.4
76.0
85.5
96.0
57.45
91.2
74.0
65.0
95.0
80.09
85.5
130.0
118.8
42.43
80.5
88.75
85.5
80.59
81.7
71.0
100.35
96.93
55.0
92.75
76.06
160.0
60.0
76.0
104.63
90.0
94.05
88.18
74.52
76.0
97.0
115.0
85.5
87.65
47.0
66.48
90.0
104.63
58.91
71.55
68.1
101.8
99.52
85.5
87.0
85.5
85.5
110.0
96.93
85.0
90.0
92.39
148.91
85.5
100.0
129.14
72.8
85.5
87.26
98.2
65.0
82.28
77.29
85.5
40.0
105.85
85.5
85.5
115.24
140.0
76.02
90.0
85.5
145.52
80.0
85.5
85.5
121.73
85.5
95.0
105.0
76.06
96.93
58.0
85.5
90.0
75.37
81.0
107.0
86.2
115.0
124.09
79.65
85.6
92.0
85.5
78.48
80.5
85.5
83.69
90.11
71.14
85.5
100.0
85.84
115.0
85.5
85.5
91.0
155.0
105.0
70.0
110.0
120.0
66.0
55.0
70.0
100.0
80.5
89.0
85.5
141.8
74.0
85.5
95.0
90.0
111.5
85.5
57.32
81.36
76.06
118.3
74.25
83.66
50.0
101.0
42.5
100.35
150.0
130.0
45.92
80.5
85.5
110.0
104.54
97.0
64.5
76.2
110.0
90.0
95.0
63.3
85.5
90.0
125.0
109.75
80.0
130.0
121.73
85.5
85.5
123.75
90.2
90.2
85.5
85.5
85.5
71.0
83.5
85.5
90.0
71.54
115.0
85.5
78.72
85.5
104.63
85.5
70.93
120.0
63.1
102.75
80.0
92.52
95.0
64.5
85.5
88.18
85.5
92.39
85.5
85.5
70.35
85.5
70.0
110.0
70.8
62.5
85.0
102.0
60.0
70.0
90.25
90.0
43.4
104.63
78.0
85.5
80.0
110.0
85.5
88.18
101.67
80.5
100.0
85.5
85.5
58.54
87.31
85.5
47.65
92.39
125.0
110.0
85.79
104.05
125.0
95.0
100.0
70.0
130.0
85.0
96.93
42.5
90.0
95.0
92.39
97.4
105.0
128.75
125.0
45.38
73.0
56.15
147.63
85.5
85.5
122.9
124.09
70.0
87.0
85.5
94.0
123.75
76.0
109.29
123.75
119.0
85.5
173.03
111.3
76.0
85.5
86.0
109.0
85.5
125.0
85.5
85.5
73.96
81.0
85.5
85.5
99.0
76.0
79.58
76.0
84.26
85.5
78.72
130.0
60.25
85.5
78.84
101.67
90.61
75.0
105.0
85.5
85.5
85.5
56.0
57.0
85.0
97.07
80.0
110.0
145.5
85.5
52.29
92.39
85.0
51.32
85.5
109.2
85.5
100.0
80.0
85.0
85.5
99.0
125.0
92.0
50.0
85.5
98.9
104.63
96.93
99.0
85.5
110.75
92.51
78.72
85.5
42.5
123.75
80.69
109.44
149.8
85.5
98.83
75.0
92.0
101.0
120.0
120.0
71.0
85.5
109.75
55.0
68.0
100.35
80.01
66.5
87.31
135.0
52.06
96.0
85.5
105.85
71.0
81.0
72.0
92.3
101.67
100.0
80.5
80.0
110.0
78.72
85.5
92.3
67.88
90.2
87.31
115.7
108.0
125.0
75.0
85.5
80.0
104.81
80.5
57.0
85.5
90.0
92.0
85.0
85.5
85.5
66.5
120.0
85.5
96.93
80.19
85.5
100.0
71.0
85.5
75.0
85.5
85.5
95.0
86.72
70.0
80.0
85.5
81.83
85.5
66.5
91.53
108.16
80.5
124.88
85.5
85.5
76.02
99.11
120.0
80.0
91.8
94.4
120.0
70.0
109.75
76.0
63.0
75.0
56.0
109.29
85.5
58.78
100.0
75.3
85.5
125.0
55.0
80.0
85.5
80.5
85.5
82.93
112.72
88.18
85.5
66.5
92.39
60.0
85.5
72.2
85.0
98.5
76.0
148.0
85.5
108.59
42.5
85.5
85.79
82.0
122.0
64.85
121.73
118.2
109.75
150.35
100.0
91.74
90.29
80.19
138.0
92.39
85.5
100.0
110.0
143.55
100.0
52.41
84.66
101.67
85.5
41.59
46.46
80.5
53.0
97.44
79.78
71.0
64.5
85.5
85.5
62.0
91.53
85.5
54.0
68.0
85.5
121.11
75.0
85.5
85.5
112.8
85.5
70.0
122.62
76.0
110.0
64.5
120.0
80.5
85.5
85.5
109.75
69.73
73.5
85.5
85.05
99.74
76.0
79.0
66.5
90.0
101.67
80.0
100.0
90.0
80.0
85.0
80.5
63.28
75.0
130.0
107.1
93.0
60.0
85.5
85.5
125.0
90.61
65.0
85.5
44.0
56.0
100.0
73.96
83.56
76.0
59.9
104.63
76.0
71.0
63.17
158.59
55.86
108.57
126.3
81.9
65.0
85.5
52.11
126.0
76.06
72.5
85.5
87.65
81.9
62.73
76.0
82.0
95.0
76.03
105.0
145.0
99.0
82.2
92.39
76.02
115.0
85.5
54.02
56.15
105.4
85.5
85.5
73.79
85.0
86.0
90.0
100.76
71.0
99.0
81.0
73.96
108.0
99.0
85.5
90.2
85.5
48.64
64.0
110.0
95.0
85.5
80.5
104.63
74.7
40.0
76.0
109.0
95.0
66.5
72.1
85.5
92.0
92.39
80.0
118.75
135.0
85.75
43.07
92.51
58.0
43.07
49.0
86.61
104.63
109.75
58.54
80.0
85.0
102.1
96.93
85.5
85.5
85.5
116.5
100.53
80.5
76.0
72.23
97.25
85.5
98.0
54.02
120.0
85.5
85.0
104.63
109.0
85.0
85.5
100.0
120.0
95.0
60.0
65.0
120.0
92.0
96.93
92.0
85.5
114.88
81.55
70.0
158.84
41.0
60.0
85.5
76.0
82.0
100.0
78.72
80.0
80.5
45.92
98.75
80.0
99.0
76.0
90.0
77.61
95.59
91.42
85.5
78.57
110.0
81.7
160.0
64.17
97.51
96.47
85.5
78.72
70.0
113.96
55.4
85.5
96.93
44.06
73.96
90.0
89.25
55.0
85.5
92.39
81.82
85.5
135.0
100.0
130.0
85.5
85.0
109.44
85.5
90.91
120.97
85.5
50.0
76.0
76.0
48.0
72.5
59.0
85.5
113.53
85.5
135.43
93.2
56.0
99.74
115.45
95.0
60.0
92.39
85.5
149.8
85.79
70.0
92.46
142.0
94.0
78.72
112.15
80.5
58.0
91.53
120.0
80.5
98.0
75.0
82.19
76.0
77.25
90.0
85.5
100.0
131.4
100.0
88.72
97.0
85.5
96.0
78.79
113.85
124.0
92.39
75.0
115.0
85.5
85.5
83.56
41.59
90.0
110.75
85.5
92.74
60.0
74.7
86.77
52.0
85.5
92.75
85.5
85.5
66.5
200.0
89.0
92.39
85.5
85.5
111.7
85.5
85.5
85.5
103.43
85.5
85.5
85.5
85.5
66.5
85.5
85.5
85.5
101.67
85.5
83.0
92.39
68.1
95.0
49.0
80.84
57.0
67.37
109.75
84.5
50.0
83.5
70.0
82.55
60.0
85.0
85.5
130.0
83.56
118.8
80.0
83.5
41.51
50.5
91.24
99.74
87.31
87.69
85.0
61.5
85.84
130.0
83.56
90.0
54.0
71.15
99.0
72.5
40.0
100.0
129.0
90.0
82.5
64.25
88.51
75.0
87.26
60.49
71.0
85.5
78.72
92.88
85.5
85.0
96.0
85.5
150.0
85.5
85.5
53.53
71.78
80.5
85.5
87.5
85.0
57.0
95.0
76.02
70.0
134.91
70.0
85.5
85.5
75.0
90.0
57.0
80.5
85.5
99.0
84.0
75.0
85.5
100.0
69.73
71.0
85.5
57.0
85.5
93.0
110.0
76.0
49.0
85.5
58.78
104.64
80.5
75.0
93.0
105.0
80.0
110.75
75.0
99.74
89.0
85.5
110.0
87.0
85.5
85.5
92.75
65.0
85.5
85.5
102.86
57.0
150.0
90.0
85.5
85.5
98.2
63.85
54.02
150.0
96.47
81.83
80.5
122.9
65.82
110.0
54.02
85.98
80.0
80.5
95.0
79.78
130.0
138.0
85.5
80.5
85.5
76.0
40.0
85.5
104.63
90.0
80.5
85.5
87.0
71.0
119.13
85.5
92.39
99.28
85.0
100.0
75.0
80.5
85.5
92.0
95.7
85.5
85.05
